Feature ID,0,1,2,3,4,5
Desulfonatronum,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfonatronumaceae,Desulfonatronum
Belliella,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Belliella
Delftia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XIII. Incertae Sedis_Eubacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Eubacterium
Saccharopolyspora,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Saccharopolyspora
Methylophilus,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus
Crossiella,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Crossiella
Mogibacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium
Kineococcus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Kineosporiaceae,Kineococcus
Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Gluconobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter
Psychrobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
Novosphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Jiangella,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Jiangella
Sphaerotilus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Sphaerotilus
Anaerotruncus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
Methylocaldum,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
Propionicimonas,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Propionicimonas
Thermoanaerobacter,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Sinomonas,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Sinomonas
Glaciecola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola
Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Megamonas,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megamonas
Rubrivivax,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Rubrivivax
u114,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,u114
Isoptericola,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Promicromonosporaceae,Isoptericola
Anaerococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Anaerococcus
Salinivibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio
Sporanaerobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Sporanaerobacter
Gloeotrichia,Bacteria,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Gloeotrichia
Terriglobus,Bacteria,Acidobacteria,Acidobacteria (class),Acidobacteriales,Acidobacteriaceae,Terriglobus
Adhaeribacter,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Adhaeribacter
Helicobacter,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
Johnsonella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella
Desulfomicrobium,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium
Ureaplasma,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma
Zoogloea,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea
Sphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
Collimonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
Nocardia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardiaceae,Nocardia
Janibacter,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Janibacter
Simonsiella,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella
Gemella,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown,Gemella
Laceyella,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Laceyella
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Eubacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium
Enterococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
Calothrix,Bacteria,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix
Goodfellowiella,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Goodfellowiella
Yonghaparkia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Yonghaparkia
Comamonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Vitreoscilla,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla
Salinicoccus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus
Bacteriovorax,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
Rhodobaca,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaca
Xanthobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter
Devosia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia
Scardovia,Bacteria,Actinobacteria,Actinobacteria (class),Bifidobacteriales,Bifidobacteriaceae,Scardovia
Mycoplasma,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
Subdoligranulum,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum
Exiguobacterium,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown,Exiguobacterium
Bibersteinia,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia
Dermabacter,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Dermabacteraceae,Dermabacter
Pelistega,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pelistega
Azotobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudomonadaceae,Azotobacter
Salimicrobium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium
Zobellella,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Zobellella
Tessaracoccus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Propionibacteriaceae,Tessaracoccus
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
Roseococcus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus
Anaerostipes,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium
Brenneria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria
Methylomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
Bilophila,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila
Carnobacterium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Holdemania,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania
Gordonia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Gordoniaceae,Gordonia
Salinimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas
Desulfuromonas,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
Moritella,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella
Neisseria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
Alloscardovia,Bacteria,Actinobacteria,Actinobacteria (class),Bifidobacteriales,Bifidobacteriaceae,Alloscardovia
Aquiflexum,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Aquiflexum
Luteolibacter,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
Acetobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
Planifilum,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum
Xenophilus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus
Rhodopseudomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas
Rhodothalassium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodothalassium
Thioclava,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava
Alteromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
Parapedobacter,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Sphaerisporangium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptosporangiaceae,Sphaerisporangium
Coprococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Sulfurospirillum,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
Nordella,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unknown,Nordella
Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
Trichococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus
Flexispira,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Flexispira
Lysinibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Mycoplana,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mycoplana
Azorhizophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudomonadaceae,Azorhizophilus
Sejongia,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sejongia
Aurantimonas,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas
Frateuria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Frateuria
Pseudonocardia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Pseudonocardia
Cyclobacterium,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Cyclobacterium
Alcaligenes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
Roseburia,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Kushneria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria
Azospirillum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
Leucobacter,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Leucobacter
Dickeya,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya
Citricoccus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Citricoccus
Cronobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
Tepidibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter
Rubellimicrobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
Alishewanella,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella
Renibacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Renibacterium
Polaromonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
Alicyclobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus
Methylococcus,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus
Lautropia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
Caloramator,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator
Bacteria_Proteobacteria_Gammaproteobacteria_Unknown_Unknown_Kangiella,Bacteria,Proteobacteria,Gammaproteobacteria,Unknown,Unknown,Kangiella
Brevibacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Brevibacteriaceae,Brevibacterium
Thermincola,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Thermincola
Halobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus
Anaerofustis,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
Pediococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
Lysobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Dorea,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea
Parascardovia,Bacteria,Actinobacteria,Actinobacteria (class),Bifidobacteriales,Bifidobacteriaceae,Parascardovia
Micromonospora,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Micromonospora
Alkalibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus
Gelidibacter,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Gelidibacter
Methanobrevibacter,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Bacteroides,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bacteroides
Knoellia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Knoellia
Ochrobactrum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum
Averyella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Averyella
Lachnospira,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira
Lawsonia,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia
Candidatus Koribacter,Bacteria,Acidobacteria,Unknown,Unknown,Koribacteraceae,Candidatus Koribacter
Geodermatophilus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Geodermatophilaceae,Geodermatophilus
Terribacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus
Raoultella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella
Cellvibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudomonadaceae,Cellvibrio
Nitrosomonas,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas
Proteus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus
Acidisoma,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma
Tropheryma,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Unknown,Tropheryma
Rhodococcus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardiaceae,Rhodococcus
Kocuria,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Kocuria
Pandoraea,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
Olsenella,Bacteria,Actinobacteria,Actinobacteria (class),Coriobacteriales,Coriobacteriaceae,Olsenella
Citrobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter
Anaerobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus
Epulopiscium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium
Dehalobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacter
Lachnobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium
Eikenella,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella
Natronobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Natronobacillus
Allobaculum,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Ralstonia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
Asteroleplasma,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma
Rhodobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobium
Caulobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Geobacter,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
Ramlibacter,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
Anoxybacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
Kytococcus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Dermacoccaceae,Kytococcus
Kaistia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia
Rheinheimera,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,Rheinheimera
Serinicoccus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Serinicoccus
Pelobacter,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Pelobacter
Magnetospirillum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Eubacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Eubacterium
Aquimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Aquimonas
Oscillospira,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira
Dietzia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Dietziaceae,Dietzia
Pseudoxanthomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
Ensifer,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer
Moryella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella
Viridibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus
Microcella,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Microcella
Collinsella,Bacteria,Actinobacteria,Actinobacteria (class),Coriobacteriales,Coriobacteriaceae,Collinsella
Desulfotomaculum,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum
Bacteria_Tenericutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Clostridium,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Clostridium
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus
Tsukamurella,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Tsukamurellaceae,Tsukamurella
Enterobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter
Agromyces,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Agromyces
Nonomuraea,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptosporangiaceae,Nonomuraea
Helcococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Helcococcus
Methylosinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus
Abiotrophia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia
Thauera,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera
Arcobacter,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Butyrivibrio,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio
Listeria,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Chelonobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Chelonobacter
Leuconostoc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Actinoplanes,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Actinoplanes
Candidatus Regiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Regiella
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Nitrospira,Bacteria,Nitrospirae,Nitrospira (class),Nitrospirales,Nitrospiraceae,Nitrospira
Rhodocyclus,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus
Ewingella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Ewingella
Halolactibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halolactibacillus
Phormidium,Bacteria,Cyanobacteria,Unknown,Oscillatoriales,Unknown,Phormidium
Mesorhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Thermicanus,Bacteria,Firmicutes,Bacilli,Unknown,Unknown,Thermicanus
Avibacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
Microbacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Microbacterium
J2-29,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,J2-29
Desulfosporomusa,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Desulfosporomusa
Erysipelothrix,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
Rhodomicrobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium
Dysgonomonas,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas
Legionella,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Dehalobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium
Agrobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
Georgenia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Bogoriellaceae,Georgenia
Tepidimicrobium,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Tepidimicrobium
Photobacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
Propionibacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Propionibacteriaceae,Propionibacterium
Bradyrhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Polynucleobacter,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
Roseateles,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Roseateles
Basfia,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia
Mucispirillum,Bacteria,Deferribacteres,Deferribacteres (class),Deferribacterales,Deferribacteraceae,Mucispirillum
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Unknown_Kangiella,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unknown,Kangiella
Thermobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus
Rhodoferax,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
Giesbergeria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria
Fusibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XII. Incertae Sedis,Fusibacter
Azoarcus,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus
