Feature ID,0,1,2,3,4,5
Kushneria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria
p-75-a5,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,p-75-a5
Tissierella,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Tissierella
Nitrosospira,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira
Chelonobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Chelonobacter
Inquilinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus
Ferrimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas
Terracoccus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Terracoccus
Mitsuokella,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Mitsuokella
Acidaminococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Acidaminococcus
Lactobacillus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Comamonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
Marmoricola,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Marmoricola
Pseudobutyrivibrio,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio
Emticicia,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Emticicia
Sphaerisporangium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptosporangiaceae,Sphaerisporangium
Symbiobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium
Goodfellowiella,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Goodfellowiella
Variovorax,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
Pyramidobacter,Bacteria,Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter
Atopobium,Bacteria,Actinobacteria,Actinobacteria (class),Coriobacteriales,Coriobacteriaceae,Atopobium
Novosphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Sarcina,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina
Luteimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
Gemmata,Bacteria,Planctomycetes,Planctomycea,Gemmatales,Gemmataceae,Gemmata
Luteibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter
Propionicimonas,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Propionicimonas
Achromatium,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thiotrichaceae,Achromatium
Sphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
Sebaldella,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,Sebaldella
Phycicoccus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Phycicoccus
Listeria,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Gluconobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter
Pseudochrobactrum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Pseudochrobactrum
Alishewanella,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella
Aquiflexum,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Aquiflexum
Gluconacetobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter
Nonomuraea,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptosporangiaceae,Nonomuraea
Propionibacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Propionibacteriaceae,Propionibacterium
Bacteriovorax,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
Ruminobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter
Caulobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Trabulsiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella
Peptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus
Pelistega,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pelistega
Acetobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium
Marinibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Marinibacillus
Cohnella,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella
Trichococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus
u114,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,u114
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bacillus
Echinicola,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Echinicola
Methyloversatilis,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis
Cupriavidus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Candidatus Blochmannia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Blochmannia
Thalassobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Thalassobacillus
Psychromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
Desulfomicrobium,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium
Providencia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia
Planctomyces,Bacteria,Planctomycetes,Planctomycea,Planctomycetales,Planctomycetaceae,Planctomyces
Desulfotomaculum,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum
Pullulanibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown,Pullulanibacillus
Dysgonomonas,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas
Rhodomicrobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium
Shinella,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella
Dyadobacter,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Dyadobacter
Acetivibrio,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio
Parapedobacter,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
Sejongia,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sejongia
Tropheryma,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Unknown,Tropheryma
Terriglobus,Bacteria,Acidobacteria,Acidobacteria (class),Acidobacteriales,Acidobacteriaceae,Terriglobus
Finegoldia,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Finegoldia
Ramlibacter,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
Neisseria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
Delftia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
Asticcacaulis,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Streptomyces,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Streptomyces
Eikenella,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella
Anaerofustis,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
Sulfurimonas,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas
Curvibacter,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter
Bibersteinia,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia
Rubrobacter,Bacteria,Actinobacteria,Actinobacteria (class),Rubrobacterales,Rubrobacteraceae,Rubrobacter
Kaistobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter
Coxiella,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
Bulleidia,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia
Stenotrophomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
Catellatospora,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Catellatospora
Nocardiopsis,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardiopsaceae,Nocardiopsis
Azorhizophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudomonadaceae,Azorhizophilus
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Erwinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia
Acidisoma,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma
Diaphorobacter,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter
Azotobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudomonadaceae,Azotobacter
Edaphobacter,Bacteria,Acidobacteria,Acidobacteria (class),Acidobacteriales,Acidobacteriaceae,Edaphobacter
Pedobacter,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
Acinetobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
Candidatus Koribacter,Bacteria,Acidobacteria,Unknown,Unknown,Koribacteraceae,Candidatus Koribacter
Succinivibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio
Lysobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Leptolyngbya,Bacteria,Cyanobacteria,Unknown,Oscillatoriales,Unknown,Leptolyngbya
Moraxella,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
Aeromicrobium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Aeromicrobium
Sporosarcina,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
Haemophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
Fusobacterium,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,Fusobacterium
Kaistella,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Kaistella
Zobellella,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Zobellella
Collinsella,Bacteria,Actinobacteria,Actinobacteria (class),Coriobacteriales,Coriobacteriaceae,Collinsella
Tepidimonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Tepidimonas
Sphaerotilus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Sphaerotilus
Fusibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XII. Incertae Sedis,Fusibacter
Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Mycoplana,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana
Limnohabitans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
Dactylosporangium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Dactylosporangium
Bradyrhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Sporichthya,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Sporichthyaceae,Sporichthya
Paucibacter,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Paucibacter
Dethiobacter,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Anaerobrancaceae,Dethiobacter
Zoogloea,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea
Massilia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Magnetospirillum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Oceanimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas
Methanobrevibacter,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Steroidobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sinobacteraceae,Steroidobacter
Hymenobacter,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Hymenobacter
Oenococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus
Sphingopyxis,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
Yonghaparkia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Yonghaparkia
Raoultella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella
Cyclobacterium,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Cyclobacterium
Neptunomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas
