Feature ID	Taxon
Sarcina	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina
Anaerococcus	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Anaerococcus
Finegoldia	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Finegoldia
Helcococcus	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Helcococcus
Peptoniphilus	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Peptoniphilus
Sedimentibacter	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Sedimentibacter
Sporanaerobacter	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Sporanaerobacter
Tepidimicrobium	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Tepidimicrobium
Tissierella	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Tissierella
Fusibacter	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Fusibacter
Anaerovorax	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Anaerovorax
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XIII. Incertae Sedis_Eubacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Eubacterium
Mogibacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Mogibacterium
Dehalobacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae;Dehalobacterium
Acetobacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Acetobacterium
Anaerofustis	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium
Pseudoramibacter	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Pseudoramibacter
Anaerostipes	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Bacteroides	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Bacteroides
Blautia	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Butyrivibrio	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio
Catonella	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium
Coprococcus	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Dorea	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
Epulopiscium	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Eubacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium
Johnsonella	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Johnsonella
Lachnobacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnobacterium
Lachnospira	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira
Moryella	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Moryella
Oribacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium
Pseudobutyrivibrio	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio
Roseburia	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus
Shuttleworthia	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia
Dehalobacter	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Dehalobacter
Desulfitobacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium
Desulfosporosinus	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus
Desulfotomaculum	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum
Pelotomaculum	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum
Peptococcus	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Peptococcus
Thermincola	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Thermincola
Filifactor	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Filifactor
Peptostreptococcus	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus
Tepidibacter	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter
Acetivibrio	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetivibrio
Anaerotruncus	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Bacteroides
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium
Ethanoligenens	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ethanoligenens
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Eubacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium
Faecalibacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Oscillospira	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Subdoligranulum	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
Symbiobacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;Symbiobacterium
Syntrophomonas	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas
Thermoanaerobacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Thermoanaerobacterales Family III. Incertae Sedis;Thermoanaerobacterium
Acidaminococcus	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Acidaminococcus
Anaeroglobus	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaeroglobus
Desulfosporomusa	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Desulfosporomusa
Dialister	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister
Megamonas	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Megamonas
Megasphaera	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Megasphaera
Mitsuokella	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Mitsuokella
Pectinatus	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Pectinatus
Phascolarctobacterium	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium
Selenomonas	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Selenomonas
Sporotalea	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Sporotalea
Veillonella	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella
Dethiobacter	Bacteria;Firmicutes;Clostridia;Natranaerobiales;Anaerobrancaceae;Dethiobacter
Moorella	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella
Thermoanaerobacter	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
Cetobacterium	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Cetobacterium
Fusobacterium	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Fusobacterium
J2-29	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;J2-29
Leptotrichia	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Leptotrichia
Propionigenium	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Propionigenium
Sebaldella	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Sebaldella
Sneathia	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Sneathia
Streptobacillus	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Streptobacillus
u114	Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;u114
Gemmatimonas	Bacteria;Gemmatimonadetes;Gemmatimonadetes (class);Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
Nitrospira	Bacteria;Nitrospirae;Nitrospira (class);Nitrospirales;Nitrospiraceae;Nitrospira
Gemmata	Bacteria;Planctomycetes;Planctomycea;Gemmatales;Gemmataceae;Gemmata
A17	Bacteria;Planctomycetes;Planctomycea;Pirellulales;Pirellulaceae;A17
Pirellula	Bacteria;Planctomycetes;Planctomycea;Pirellulales;Pirellulaceae;Pirellula
Rhodopirellula	Bacteria;Planctomycetes;Planctomycea;Pirellulales;Unknown;Rhodopirellula
Planctomyces	Bacteria;Planctomycetes;Planctomycea;Planctomycetales;Planctomycetaceae;Planctomyces
Asticcacaulis	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis
Brevundimonas	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
Caulobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Mycoplana	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Mycoplana
Phenylobacterium	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
Aurantimonas	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aurantimonas
Chelatococcus	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Chelatococcus
Afipia	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia
Balneimonas	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Balneimonas
Bosea	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea
Bradyrhizobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
Nitrobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter
Rhodopseudomonas	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas
Ochrobactrum	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum
Pseudochrobactrum	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Pseudochrobactrum
Devosia	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
Hyphomicrobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
Pedomicrobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium
Rhodomicrobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium
Rhodoplanes	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes
Methylobacterium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
Methylocystis	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis
Methylopila	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylopila
Methylosinus	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus
Pleomorphomonas	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Pleomorphomonas
Chelativorans	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Chelativorans
Mesorhizobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium
Phyllobacterium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium
Agrobacterium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Agrobacterium
Ensifer	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer
Kaistia	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Kaistia
Martelella	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Martelella
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Mycoplana	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mycoplana
Rhizobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium
Shinella	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella
Rhodobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium
Nordella	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Unknown;Nordella
Azorhizobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Azorhizobium
Labrys	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys
Xanthobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter
Amaricoccus	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus
Haematobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Haematobacter
Paracoccus	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
Rhodobaca	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca
Rhodobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter
Rubellimicrobium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium
Thioclava	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava
Acetobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
Acidiphilium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium
Acidisoma	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma
Acidomonas	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidomonas
Gluconacetobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter
Gluconobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter
Roseococcus	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseococcus
Roseomonas	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas
Azospirillum	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum
Inquilinus	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Inquilinus
Magnetospirillum	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
Novispirillum	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Novispirillum
Rhodothalassium	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodothalassium
Skermanella	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella
Candidatus Odyssella	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unknown;Candidatus Odyssella
Erythromicrobium	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythromicrobium
Lutibacterium	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Lutibacterium
Blastomonas	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas
Kaistobacter	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Kaistobacter
Novosphingobium	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Sphingobium	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
Sphingomonas	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingopyxis	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
Achromobacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Alcaligenes	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes
Azohydromonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Azohydromonas
Bordetella	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella
Oligella	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella
Pelistega	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pelistega
Pigmentiphaga	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga
Sutterella	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella
Burkholderia	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Cupriavidus	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
Lautropia	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia
Limnobacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter
Pandoraea	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea
Polynucleobacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
Ralstonia	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Acidovorax	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
Alicycliphilus	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus
Aquamonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquamonas
Brachymonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas
Caldimonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas
Comamonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
Curvibacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter
Delftia	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
Diaphorobacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter
Giesbergeria	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Giesbergeria
Hydrogenophaga	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
Hylemonella	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hylemonella
Lampropedia	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia
Limnohabitans	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans
Polaromonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
Ramlibacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter
Rhodoferax	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax
Schlegelella	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella
Simplicispira	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira
Variovorax	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
Verminephrobacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Verminephrobacter
Xenophilus	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Xenophilus
Collimonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas
Herbaspirillum	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum
Janthinobacterium	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium
Massilia	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
Oxalobacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter
Paucimonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Paucimonas
Aquabacterium	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Aquabacterium
Ideonella	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Ideonella
Leptothrix	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Leptothrix
Methylibium	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Methylibium
Mitsuaria	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Mitsuaria
Paucibacter	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Paucibacter
Roseateles	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Roseateles
Rubrivivax	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Rubrivivax
Sphaerotilus	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Sphaerotilus
Tepidimonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Tepidimonas
Thiomonas	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unknown;Thiomonas
Gallionella	Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Gallionella
Hydrogenophilus	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Hydrogenophilus
Methylobacillus	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus
Methylophilus	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylophilus
Methylotenera	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera
Methylovorus	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylovorus
Alysiella	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Alysiella
Aquitalea	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Aquitalea
Bergeriella	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Bergeriella
Chromobacterium	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Chromobacterium
Conchiformibius	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Conchiformibius
Eikenella	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella
Kingella	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella
Laribacter	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Laribacter
Neisseria	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
Simonsiella	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella
Vitreoscilla	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vitreoscilla
Vogesella	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vogesella
Nitrosomonas	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
Nitrosospira	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira
Procabacter	Bacteria;Proteobacteria;Betaproteobacteria;Procabacteriales;Procabacteriaceae;Procabacter
Azoarcus	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus
Dechloromonas	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas
Methyloversatilis	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis
Rhodocyclus	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus
Thauera	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Thauera
